Verse,Verse_sans,Translation,Link
11/47,śrī-bhagavān uvācamayā prasannena tavārjunedaṁrūpaṁ paraṁ darśitam ātma-yogāttejo-mayaṁ viśvam anantam ādyaṁyan me tvad anyena na dṛṣṭa-pūrvam,"The Supreme Personality of Godhead said: My dear Arjuna, happily have I shown you, by My internal potency, this supreme universal form within the material world. No one before you has ever seen this primal form, unlimited and full of glaring effulgence.",https://vedabase.io/en/library/bg/11/47/
11/48,na veda-yajñādhyayanair na dānairna ca kriyābhir na tapobhir ugraiḥevaṁ-rūpaḥ śakya ahaṁ nṛ-lokedraṣṭuṁ tvad anyena kuru-pravīra,"O best of the Kuru warriors, no one before you has ever seen this universal form of Mine, for neither by studying the Vedas, nor by performing sacrifices, nor by charity, nor by pious activities, nor by severe penances can I be seen in this form in the material world.",https://vedabase.io/en/library/bg/11/48/
11/49,mā te vyathā mā ca vimūḍha-bhāvodṛṣṭvā rūpaṁ ghoram īdṛṅ mamedamvyapeta-bhīḥ prīta-manāḥ punas tvaṁtad eva me rūpam idaṁ prapaśya,"You have been perturbed and bewildered by seeing this horrible feature of Mine. Now let it be finished. My devotee, be free again from all disturbances. With a peaceful mind you can now see the form you desire.",https://vedabase.io/en/library/bg/11/49/
11/50,sañjaya uvācaity arjunaṁ vāsudevas tathoktvāsvakaṁ rūpaṁ darśayām āsa bhūyaḥāśvāsayām āsa ca bhītam enaṁbhūtvā punaḥ saumya-vapur mahātmā,"Sañjaya said to Dhṛtarāṣṭra: The Supreme Personality of Godhead, Kṛṣṇa, having spoken thus to Arjuna, displayed His real four-armed form and at last showed His two-armed form, thus encouraging the fearful Arjuna.",https://vedabase.io/en/library/bg/11/50/
11/51,arjuna uvācadṛṣṭvedaṁ mānuṣaṁ rūpaṁtava saumyaṁ janārdanaidānīm asmi saṁvṛttaḥsa-cetāḥ prakṛtiṁ gataḥ,"When Arjuna thus saw Kṛṣṇa in His original form, he said: O Janārdana, seeing this humanlike form, so very beautiful, I am now composed in mind, and I am restored to my original nature.",https://vedabase.io/en/library/bg/11/51/
11/52,śrī-bhagavān uvācasu-durdarśam idaṁ rūpaṁdṛṣṭavān asi yan mamadevā apy asya rūpasyanityaṁ darśana-kāṅkṣiṇaḥ,"The Supreme Personality of Godhead said: My dear Arjuna, this form of Mine you are now seeing is very difficult to behold. Even the demigods are ever seeking the opportunity to see this form, which is so dear.",https://vedabase.io/en/library/bg/11/52/
11/53,nāhaṁ vedair na tapasāna dānena na cejyayāśakya evaṁ-vidho draṣṭuṁdṛṣṭavān asi māṁ yathā,"The form you are seeing with your transcendental eyes cannot be understood simply by studying the Vedas, nor by undergoing serious penances, nor by charity, nor by worship. It is not by these means that one can see Me as I am.",https://vedabase.io/en/library/bg/11/53/
11/54,bhaktyā tv ananyayā śakyaaham evaṁ-vidho ’rjunajñātuṁ draṣṭuṁ ca tattvenapraveṣṭuṁ ca paran-tapa,"My dear Arjuna, only by undivided devotional service can I be understood as I am, standing before you, and can thus be seen directly. Only in this way can you enter into the mysteries of My understanding.",https://vedabase.io/en/library/bg/11/54/
11/55,mat-karma-kṛn mat-paramomad-bhaktaḥ saṅga-varjitaḥnirvairaḥ sarva-bhūteṣuyaḥ sa mām eti pāṇḍava,"My dear Arjuna, he who engages in My pure devotional service, free from the contaminations of fruitive activities and mental speculation, he who works for Me, who makes Me the supreme goal of his life, and who is friendly to every living being – he certainly comes to Me.",https://vedabase.io/en/library/bg/11/55/
12/1,arjuna uvācaevaṁ satata-yuktā yebhaktās tvāṁ paryupāsateye cāpy akṣaram avyaktaṁteṣāṁ ke yoga-vittamāḥ,"Arjuna inquired: Which are considered to be more perfect, those who are always properly engaged in Your devotional service or those who worship the impersonal Brahman, the unmanifested?",https://vedabase.io/en/library/bg/12/1/
12/2,śrī-bhagavān uvācamayy āveśya mano ye māṁnitya-yuktā upāsateśraddhayā parayopetāste me yukta-tamā matāḥ,The Supreme Personality of Godhead said: Those who fix their minds on My personal form and are always engaged in worshiping Me with great and transcendental faith are considered by Me to be most perfect.,https://vedabase.io/en/library/bg/12/2/
12/3-4,ye tv akṣaram anirdeśyamavyaktaṁ paryupāsatesarvatra-gam acintyaṁ cakūṭa-stham acalaṁ dhruvam,"But those who fully worship the unmanifested, that which lies beyond the perception of the senses, the all-pervading, inconceivable, unchanging, fixed and immovable – the impersonal conception of the Absolute Truth – by controlling the various senses and being equally disposed to everyone, such persons, engaged in the welfare of all, at last achieve Me.",https://vedabase.io/en/library/bg/12/3-4/
12/5,kleśo ’dhika-taras teṣāmavyaktāsakta-cetasāmavyaktā hi gatir duḥkhaṁdehavadbhir avāpyate,"For those whose minds are attached to the unmanifested, impersonal feature of the Supreme, advancement is very troublesome. To make progress in that discipline is always difficult for those who are embodied.",https://vedabase.io/en/library/bg/12/5/
12/6-7,ye tu sarvāṇi karmāṇimayi sannyasya mat-parāḥananyenaiva yogenamāṁ dhyāyanta upāsate,"But those who worship Me, giving up all their activities unto Me and being devoted to Me without deviation, engaged in devotional service and always meditating upon Me, having fixed their minds upon Me, O son of Pṛthā – for them I am the swift deliverer from the ocean of birth and death.",https://vedabase.io/en/library/bg/12/6-7/
12/8,mayy eva mana ādhatsvamayi buddhiṁ niveśayanivasiṣyasi mayy evaata ūrdhvaṁ na saṁśayaḥ,"Just fix your mind upon Me, the Supreme Personality of Godhead, and engage all your intelligence in Me. Thus you will live in Me always, without a doubt.",https://vedabase.io/en/library/bg/12/8/
12/9,atha cittaṁ samādhātuṁna śaknoṣi mayi sthiramabhyāsa-yogena tatomām icchāptuṁ dhanañ-jaya,"My dear Arjuna, O winner of wealth, if you cannot fix your mind upon Me without deviation, then follow the regulative principles of bhakti-yoga. In this way develop a desire to attain Me.",https://vedabase.io/en/library/bg/12/9/
12/10,abhyāse ’py asamartho ’simat-karma-paramo bhavamad-artham api karmāṇikurvan siddhim avāpsyasi,"If you cannot practice the regulations of bhakti-yoga, then just try to work for Me, because by working for Me you will come to the perfect stage.",https://vedabase.io/en/library/bg/12/10/
12/11,athaitad apy aśakto ’sikartuṁ mad-yogam āśritaḥsarva-karma-phala-tyāgaṁtataḥ kuru yatātmavān,"If, however, you are unable to work in this consciousness of Me, then try to act giving up all results of your work and try to be self-situated.",https://vedabase.io/en/library/bg/12/11/
12/12,śreyo hi jñānam abhyāsājjñānād dhyānaṁ viśiṣyatedhyānāt karma-phala-tyāgastyāgāc chāntir anantaram,"If you cannot take to this practice, then engage yourself in the cultivation of knowledge. Better than knowledge, however, is meditation, and better than meditation is renunciation of the fruits of action, for by such renunciation one can attain peace of mind.",https://vedabase.io/en/library/bg/12/12/
12/13-14,adveṣṭā sarva-bhūtānāṁmaitraḥ karuṇa eva canirmamo nirahaṅkāraḥsama-duḥkha-sukhaḥ kṣamī,"One who is not envious but is a kind friend to all living entities, who does not think himself a proprietor and is free from false ego, who is equal in both happiness and distress, who is tolerant, always satisfied, self-controlled, and engaged in devotional service with determination, his mind and intelligence fixed on Me – such a devotee of Mine is very dear to Me.",https://vedabase.io/en/library/bg/12/13-14/
12/15,yasmān nodvijate lokolokān nodvijate ca yaḥharṣāmarṣa-bhayodvegairmukto yaḥ sa ca me priyaḥ,"He by whom no one is put into difficulty and who is not disturbed by anyone, who is equipoised in happiness and distress, fear and anxiety, is very dear to Me.",https://vedabase.io/en/library/bg/12/15/
12/16,anapekṣaḥ śucir dakṣaudāsīno gata-vyathaḥsarvārambha-parityāgīyo mad-bhaktaḥ sa me priyaḥ,"My devotee who is not dependent on the ordinary course of activities, who is pure, expert, without cares, free from all pains, and not striving for some result, is very dear to Me.",https://vedabase.io/en/library/bg/12/16/
12/17,yo na hṛṣyati na dveṣṭina śocati na kāṅkṣatiśubhāśubha-parityāgībhaktimān yaḥ sa me priyaḥ,"One who neither rejoices nor grieves, who neither laments nor desires, and who renounces both auspicious and inauspicious things – such a devotee is very dear to Me.",https://vedabase.io/en/library/bg/12/17/
12/18-19,samaḥ śatrau ca mitre catathā mānāpamānayoḥśītoṣṇa-sukha-duḥkheṣusamaḥ saṅga-vivarjitaḥ,"One who is equal to friends and enemies, who is equipoised in honor and dishonor, heat and cold, happiness and distress, fame and infamy, who is always free from contaminating association, always silent and satisfied with anything, who doesn’t care for any residence, who is fixed in knowledge and who is engaged in devotional service – such a person is very dear to Me.",https://vedabase.io/en/library/bg/12/18-19/
12/20,ye tu dharmāmṛtam idaṁyathoktaṁ paryupāsateśraddadhānā mat-paramābhaktās te ’tīva me priyāḥ,"Those who follow this imperishable path of devotional service and who completely engage themselves with faith, making Me the supreme goal, are very, very dear to Me.",https://vedabase.io/en/library/bg/12/20/
13/1-2,arjuna uvācaprakṛtiṁ puruṣaṁ caivakṣetraṁ kṣetra-jñam eva caetad veditum icchāmijñānaṁ jñeyaṁ ca keśava,"Arjuna said: O my dear Kṛṣṇa, I wish to know about prakṛti [nature], puruṣa [the enjoyer], and the field and the knower of the field, and of knowledge and the object of knowledge. The Supreme Personality of Godhead said: This body, O son of Kuntī, is called the field, and one who knows this body is called the knower of the field.",https://vedabase.io/en/library/bg/13/1-2/
13/3,kṣetra-jñaṁ cāpi māṁ viddhisarva-kṣetreṣu bhāratakṣetra-kṣetrajñayor jñānaṁyat taj jñānaṁ mataṁ mama,"O scion of Bharata, you should understand that I am also the knower in all bodies, and to understand this body and its knower is called knowledge. That is My opinion.",https://vedabase.io/en/library/bg/13/3/
13/4,tat kṣetraṁ yac ca yādṛk cayad-vikāri yataś ca yatsa ca yo yat-prabhāvaś catat samāsena me śṛṇu,"Now please hear My brief description of this field of activity and how it is constituted, what its changes are, whence it is produced, who that knower of the field of activities is, and what his influences are.",https://vedabase.io/en/library/bg/13/4/
13/5,ṛṣibhir bahudhā gītaṁchandobhir vividhaiḥ pṛthakbrahma-sūtra-padaiś caivahetumadbhir viniścitaiḥ,That knowledge of the field of activities and of the knower of activities is described by various sages in various Vedic writings. It is especially presented in Vedānta-sūtra with all reasoning as to cause and effect.,https://vedabase.io/en/library/bg/13/5/
13/6-7,mahā-bhūtāny ahaṅkārobuddhir avyaktam eva caindriyāṇi daśaikaṁ capañca cendriya-gocarāḥ,"The five great elements, false ego, intelligence, the unmanifested, the ten senses and the mind, the five sense objects, desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions – all these are considered, in summary, to be the field of activities and its interactions.",https://vedabase.io/en/library/bg/13/6-7/
13/8-12,amānitvam adambhitvamahiṁsā kṣāntir ārjavamācāryopāsanaṁ śaucaṁsthairyam ātma-vinigrahaḥ,"Humility; pridelessness; nonviolence; tolerance; simplicity; approaching a bona fide spiritual master; cleanliness; steadiness; self-control; renunciation of the objects of sense gratification; absence of false ego; the perception of the evil of birth, death, old age and disease; detachment; freedom from entanglement with children, wife, home and the rest; even-mindedness amid pleasant and unpleasant events; constant and unalloyed devotion to Me; aspiring to live in a solitary place; detachment from the general mass of people; accepting the importance of self-realization; and philosophical search for the Absolute Truth – all these I declare to be knowledge, and besides this whatever there may be is ignorance.",https://vedabase.io/en/library/bg/13/8-12/
13/13,jñeyaṁ yat tat pravakṣyāmiyaj jñātvāmṛtam aśnuteanādi mat-paraṁ brahmana sat tan nāsad ucyate,"I shall now explain the knowable, knowing which you will taste the eternal. Brahman, the spirit, beginningless and subordinate to Me, lies beyond the cause and effect of this material world.",https://vedabase.io/en/library/bg/13/13/
13/14,sarvataḥ pāṇi-pādaṁ tatsarvato ’kṣi-śiro-mukhamsarvataḥ śrutimal lokesarvam āvṛtya tiṣṭhati,"Everywhere are His hands and legs, His eyes, heads and faces, and He has ears everywhere. In this way the Supersoul exists, pervading everything.",https://vedabase.io/en/library/bg/13/14/
13/15,sarvendriya-guṇābhāsaṁsarvendriya-vivarjitamasaktaṁ sarva-bhṛc caivanirguṇaṁ guṇa-bhoktṛ ca,"The Supersoul is the original source of all senses, yet He is without senses. He is unattached, although He is the maintainer of all living beings. He transcends the modes of nature, and at the same time He is the master of all the modes of material nature.",https://vedabase.io/en/library/bg/13/15/
13/16,bahir antaś ca bhūtānāmacaraṁ caram eva casūkṣmatvāt tad avijñeyaṁdūra-sthaṁ cāntike ca tat,"The Supreme Truth exists outside and inside of all living beings, the moving and the nonmoving. Because He is subtle, He is beyond the power of the material senses to see or to know. Although far, far away, He is also near to all.",https://vedabase.io/en/library/bg/13/16/
13/17,avibhaktaṁ ca bhūteṣuvibhaktam iva ca sthitambhūta-bhartṛ ca taj jñeyaṁgrasiṣṇu prabhaviṣṇu ca,"Although the Supersoul appears to be divided among all beings, He is never divided. He is situated as one. Although He is the maintainer of every living entity, it is to be understood that He devours and develops all.",https://vedabase.io/en/library/bg/13/17/
